Category,Category (copy),City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Segment (Blues),Ship Date,Ship Mode,State,Sub-Category,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Office Supplies,Tucson,United States,DB-13615,Doug Bickford,6/5/2018,CA-2018-145779,85705,OFF-PA-10002254,Xerox 1883,West,8442,Consumer,Consumer,10/5/2018,Standard Class,Arizona,Paper,2018,1,0.2,1,0,0,0,27.4352,33%,4,84.416
Technology,Technology,Philadelphia,United States,JB-16045,Julia Barnett,6/3/2017,US-2017-155173,19120,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,East,8443,Home Office,Home Office,10/3/2017,Standard Class,Pennsylvania,Phones,2017,1,0.4,1,1,1,0.5,-71.99,-17%,2,431.94
Office Supplies,Office Supplies,Philadelphia,United States,JB-16045,Julia Barnett,6/3/2017,US-2017-155173,19120,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,East,8444,Home Office,Home Office,10/3/2017,Standard Class,Pennsylvania,Binders,2017,1,0.7,1,1,1,0.5,-1.4982,-73%,1,2.043
Technology,Technology,Philadelphia,United States,JB-16045,Julia Barnett,6/3/2017,US-2017-155173,19120,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,East,8445,Home Office,Home Office,10/3/2017,Standard Class,Pennsylvania,Phones,2017,1,0.4,1,1,1,0.5,-12.5103,-18%,3,68.238
Furniture,Furniture,Cranston,United States,AH-10075,Adam Hart,23-10-2018,CA-2018-125451,2920,FUR-TA-10001039,KI Adjustable-Height Table,East,8446,Corporate,Corporate,24-10-2018,First Class,Rhode Island,Tables,2018,1,0.3,1,1,1,0.5,-13.7568,-6%,4,240.744
Furniture,Furniture,Cranston,United States,AH-10075,Adam Hart,23-10-2018,CA-2018-125451,2920,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",East,8447,Corporate,Corporate,24-10-2018,First Class,Rhode Island,Furnishings,2018,1,0,1,1,1,0.5,14.7,42%,4,35
Furniture,Furniture,Cranston,United States,AH-10075,Adam Hart,23-10-2018,CA-2018-125451,2920,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,East,8448,Corporate,Corporate,24-10-2018,First Class,Rhode Island,Furnishings,2018,1,0,1,1,1,0.5,50.5632,24%,2,210.68
Furniture,Furniture,Cranston,United States,AH-10075,Adam Hart,23-10-2018,CA-2018-125451,2920,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",East,8449,Corporate,Corporate,24-10-2018,First Class,Rhode Island,Tables,2018,1,0.3,1,1,1,0.5,-127.5792,-20%,3,637.896
Office Supplies,Office Supplies,Cranston,United States,AH-10075,Adam Hart,23-10-2018,CA-2018-125451,2920,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",East,8450,Corporate,Corporate,24-10-2018,First Class,Rhode Island,Paper,2018,1,0,1,1,1,0.5,21.2856,49%,8,43.44
Office Supplies,Office Supplies,Cranston,United States,AH-10075,Adam Hart,23-10-2018,CA-2018-125451,2920,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,8451,Corporate,Corporate,24-10-2018,First Class,Rhode Island,Appliances,2018,1,0,1,1,1,0.5,0.666,30%,1,2.22
Technology,Technology,San Francisco,United States,AI-10855,Arianne Irving,28-04-2015,CA-2015-131387,94122,TEC-PH-10001459,Samsung Galaxy Mega 6.3,West,8452,Consumer,Consumer,30-04-2015,First Class,California,Phones,2015,1,0.2,1,0,1,0,125.997,8%,5,"1,679.96"
Furniture,Furniture,Houston,United States,TH-21115,Thea Hudgings,18-04-2017,CA-2017-125087,77070,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Central,8453,Corporate,Corporate,23-04-2017,Standard Class,Texas,Chairs,2017,1,0.3,1,0,0,0,-93.4724,-27%,4,344.372
Office Supplies,Office Supplies,Houston,United States,TH-21115,Thea Hudgings,18-04-2017,CA-2017-125087,77070,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Central,8454,Corporate,Corporate,23-04-2017,Standard Class,Texas,Storage,2017,1,0.2,1,0,0,0,77.7468,5%,3,"1,554.94"
Furniture,Furniture,Houston,United States,TH-21115,Thea Hudgings,18-04-2017,CA-2017-125087,77070,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Central,8455,Corporate,Corporate,23-04-2017,Standard Class,Texas,Furnishings,2017,1,0.6,1,0,0,0,-67.137,-53%,5,127.88
Technology,Technology,Los Angeles,United States,JE-15610,Jim Epp,22-05-2017,CA-2017-154081,90049,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,West,8456,Corporate,Corporate,29-05-2017,Standard Class,California,Phones,2017,1,0.2,1,0,1,0,22.2384,10%,2,222.384
Furniture,Furniture,Chicago,United States,TH-21235,Tiffany House,28-05-2018,US-2018-118556,60653,FUR-CH-10001146,"Global Task Chair, Black",Central,8457,Corporate,Corporate,2/6/2018,Second Class,Illinois,Chairs,2018,1,0.3,1,0,1,0,-29.0073,-27%,3,106.869
Office Supplies,Office Supplies,Chicago,United States,TH-21235,Tiffany House,28-05-2018,US-2018-118556,60653,OFF-BI-10004364,Storex Dura Pro Binders,Central,8458,Corporate,Corporate,2/6/2018,Second Class,Illinois,Binders,2018,1,0.8,1,0,1,0,-6.237,-175%,3,3.564
Office Supplies,Office Supplies,Houston,United States,JE-15715,Joe Elijah,25-08-2015,CA-2015-126200,77070,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Central,8459,Consumer,Consumer,29-08-2015,Standard Class,Texas,Binders,2015,1,0.8,1,0,1,0,-39.804,-155%,3,25.68
Office Supplies,Office Supplies,Houston,United States,JE-15715,Joe Elijah,25-08-2015,CA-2015-126200,77070,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Central,8460,Consumer,Consumer,29-08-2015,Standard Class,Texas,Binders,2015,1,0.8,1,0,1,0,-19.8144,-160%,3,12.384
Office Supplies,Office Supplies,Bristol,United States,AT-10735,Annie Thurman,30-08-2015,CA-2015-146500,6010,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,East,8461,Consumer,Consumer,4/9/2015,Standard Class,Connecticut,Binders,2015,1,0,1,1,1,0.5,11.891,47%,5,25.3
Office Supplies,Office Supplies,Bristol,United States,AT-10735,Annie Thurman,30-08-2015,CA-2015-146500,6010,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,East,8462,Consumer,Consumer,4/9/2015,Standard Class,Connecticut,Storage,2015,1,0,1,1,1,0.5,9.594,10%,3,95.94
Office Supplies,Office Supplies,Holland,United States,JH-15820,John Huston,3/9/2016,CA-2016-169537,49423,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Central,8463,Consumer,Consumer,7/9/2016,Second Class,Michigan,Labels,2016,1,0,1,0,0,0,3.6,48%,2,7.5
Technology,Technology,Albuquerque,United States,DR-12940,Daniel Raglin,28-03-2015,CA-2015-100881,87105,TEC-PH-10003273,AT&T TR1909W,West,8464,Home Office,Home Office,1/4/2015,Standard Class,New Mexico,Phones,2015,1,0.2,1,0,1,0,22.6782,8%,3,302.376
Technology,Technology,Louisville,United States,AB-10165,Alan Barnes,10/5/2016,CA-2016-144043,80027,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,West,8465,Consumer,Consumer,15-05-2016,Standard Class,Colorado,Accessories,2016,1,0.2,1,0,1,0,-2.918,-6%,4,46.688
Office Supplies,Office Supplies,New York City,United States,MC-18100,Mick Crebagga,9/4/2016,CA-2016-116512,10024,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",East,8466,Consumer,Consumer,14-04-2016,Standard Class,New York,Storage,2016,1,0,1,1,1,0.5,3.0498,17%,3,17.94
Office Supplies,Office Supplies,Norwich,United States,IG-15085,Ivan Gibson,9/4/2016,CA-2016-101000,6360,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,East,8467,Consumer,Consumer,14-04-2016,Standard Class,Connecticut,Appliances,2016,1,0,1,1,1,0.5,144.3546,39%,3,370.14
Office Supplies,Office Supplies,San Francisco,United States,FH-14275,Frank Hawley,19-09-2017,CA-2017-168557,94122,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,West,8468,Corporate,Corporate,23-09-2017,Standard Class,California,Binders,2017,1,0.2,1,0,1,0,3.1248,35%,2,8.928
Furniture,Furniture,Noblesville,United States,AS-10285,Alejandro Savely,11/11/2017,US-2017-164196,46060,FUR-TA-10001950,Balt Solid Wood Round Tables,Central,8469,Corporate,Corporate,17-11-2017,Standard Class,Indiana,Tables,2017,1,0,1,0,1,0,241.1046,9%,6,"2,678.94"
Furniture,Furniture,Clarksville,United States,PN-18775,Parhena Norris,23-04-2018,US-2018-132031,37042,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,South,8470,Home Office,Home Office,27-04-2018,Standard Class,Tennessee,Bookcases,2018,1,0.2,1,0,1,0,-14.5176,-4%,4,387.136
Technology,Technology,Clarksville,United States,PN-18775,Parhena Norris,23-04-2018,US-2018-132031,37042,TEC-AC-10002473,Maxell 4.7GB DVD-R,South,8471,Home Office,Home Office,27-04-2018,Standard Class,Tennessee,Accessories,2018,1,0.2,1,0,1,0,11.9196,26%,2,45.408
Furniture,Furniture,Clarksville,United States,PN-18775,Parhena Norris,23-04-2018,US-2018-132031,37042,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,South,8472,Home Office,Home Office,27-04-2018,Standard Class,Tennessee,Furnishings,2018,1,0.2,1,0,1,0,-11.6928,-15%,3,77.952
Office Supplies,Office Supplies,Clarksville,United States,PN-18775,Parhena Norris,23-04-2018,US-2018-132031,37042,OFF-LA-10000081,Avery 496,South,8473,Home Office,Home Office,27-04-2018,Standard Class,Tennessee,Labels,2018,1,0.2,1,0,1,0,1.05,35%,1,3
Office Supplies,Office Supplies,Hollywood,United States,GM-14500,Gene McClure,22-10-2016,CA-2016-169733,33021,OFF-ST-10000876,Eldon Simplefile Box Office,South,8474,Consumer,Consumer,26-10-2016,Second Class,Florida,Storage,2016,1,0.2,1,0,1,0,0.9952,10%,1,9.952
Office Supplies,Office Supplies,York,United States,NC-18625,Noah Childs,9/4/2018,CA-2018-169404,17403,OFF-BI-10004492,Tuf-Vin Binders,East,8475,Corporate,Corporate,14-04-2018,Standard Class,Pennsylvania,Binders,2018,1,0.7,1,1,1,0.5,-29.0536,-77%,4,37.896
Office Supplies,Office Supplies,York,United States,NC-18625,Noah Childs,9/4/2018,CA-2018-169404,17403,OFF-PA-10001033,Xerox 1893,East,8476,Corporate,Corporate,14-04-2018,Standard Class,Pennsylvania,Paper,2018,1,0.2,1,1,1,0.5,23.7742,36%,2,65.584
Office Supplies,Office Supplies,Mesa,United States,TW-21025,Tamara Willingham,27-10-2018,CA-2018-134880,85204,OFF-PA-10004039,Xerox 1882,West,8477,Home Office,Home Office,1/11/2018,Standard Class,Arizona,Paper,2018,1,0.2,1,0,1,0,16.2342,36%,1,44.784
Technology,Technology,New York City,United States,BF-11020,Barry Französisch,30-10-2016,CA-2016-145758,10024,TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,East,8478,Corporate,Corporate,30-10-2016,Same Day,New York,Machines,2016,1,0,1,1,1,0.5,269.308,26%,4,"1,035.80"
Office Supplies,Office Supplies,San Francisco,United States,TT-21460,Tonja Turnell,18-12-2018,CA-2018-158736,94110,OFF-AR-10002578,Newell 335,West,8479,Home Office,Home Office,24-12-2018,Standard Class,California,Art,2018,1,0,1,0,0,0,1.6704,29%,2,5.76
Office Supplies,Office Supplies,Los Angeles,United States,SW-20245,Scot Wooten,12/3/2017,US-2017-119270,90036,OFF-PA-10004022,Hammermill Color Copier Paper (28Lb. and 96 Bright),West,8480,Consumer,Consumer,16-03-2017,Standard Class,California,Paper,2017,1,0,1,0,1,0,8.991,45%,2,19.98
Technology,Technology,Omaha,United States,PG-18820,Patrick Gardner,21-07-2015,CA-2015-109890,68104,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Central,8481,Consumer,Consumer,27-07-2015,Standard Class,Nebraska,Phones,2015,1,0,1,0,1,0,10.0744,28%,2,35.98
Office Supplies,Office Supplies,Philadelphia,United States,DP-13390,Dennis Pardue,24-05-2017,CA-2017-138583,19120,OFF-AR-10001860,BIC Liqua Brite Liner,East,8482,Home Office,Home Office,28-05-2017,Standard Class,Pennsylvania,Art,2017,1,0.2,1,1,1,0.5,3.3312,20%,3,16.656
Office Supplies,Office Supplies,New York City,United States,DJ-13510,Don Jones,11/2/2018,US-2018-118535,10024,OFF-LA-10001297,Avery 473,East,8483,Corporate,Corporate,15-02-2018,Standard Class,New York,Labels,2018,1,0,1,1,1,0.5,9.936,48%,2,20.7
Office Supplies,Office Supplies,Grand Rapids,United States,EN-13780,Edward Nazzal,20-09-2017,CA-2017-126284,49505,OFF-BI-10004828,GBC Poly Designer Binding Covers,Central,8484,Consumer,Consumer,24-09-2017,Standard Class,Michigan,Binders,2017,1,0,1,0,0,0,41.013,49%,5,83.7
Furniture,Furniture,Seattle,United States,PB-19150,Philip Brown,24-09-2018,CA-2018-142391,98115,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,West,8485,Consumer,Consumer,24-09-2018,Same Day,Washington,Furnishings,2018,1,0,1,0,1,0,71.928,36%,10,199.8
Office Supplies,Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,27-03-2018,CA-2018-124716,93727,OFF-PA-10000740,Xerox 1982,West,8486,Home Office,Home Office,31-03-2018,Standard Class,California,Paper,2018,1,0,1,0,0,0,21.0128,46%,2,45.68
Office Supplies,Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,27-03-2018,CA-2018-124716,93727,OFF-PA-10001144,Xerox 1913,West,8487,Home Office,Home Office,31-03-2018,Standard Class,California,Paper,2018,1,0,1,0,0,0,53.2608,48%,2,110.96
Office Supplies,Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,27-03-2018,CA-2018-124716,93727,OFF-PA-10000859,Unpadded Memo Slips,West,8488,Home Office,Home Office,31-03-2018,Standard Class,California,Paper,2018,1,0,1,0,0,0,5.97,50%,3,11.94
Technology,Technology,Arlington,United States,SE-20110,Sanjit Engle,2/2/2017,CA-2017-158841,22204,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",South,8489,Consumer,Consumer,4/2/2017,Second Class,Virginia,Machines,2017,1,0,1,0,1,0,"2,799.98",32%,5,"8,749.95"
Office Supplies,Office Supplies,Arlington,United States,SE-20110,Sanjit Engle,2/2/2017,CA-2017-158841,22204,OFF-BI-10002557,Presstex Flexible Ring Binders,South,8490,Consumer,Consumer,4/2/2017,Second Class,Virginia,Binders,2017,1,0,1,0,1,0,18.2,50%,8,36.4
Furniture,Furniture,Arlington,United States,SE-20110,Sanjit Engle,2/2/2017,CA-2017-158841,22204,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,South,8491,Consumer,Consumer,4/2/2017,Second Class,Virginia,Furnishings,2017,1,0,1,0,1,0,7.1022,38%,7,18.69
Office Supplies,Office Supplies,Los Angeles,United States,AT-10735,Annie Thurman,7/7/2018,CA-2018-106824,90049,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",West,8492,Consumer,Consumer,11/7/2018,Standard Class,California,Fasteners,2018,1,0,1,0,1,0,0.1188,2%,3,5.94
Office Supplies,Office Supplies,Lubbock,United States,CC-12685,Craig Carroll,23-10-2016,CA-2016-109190,79424,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Central,8493,Consumer,Consumer,28-10-2016,Standard Class,Texas,Paper,2016,1,0.2,1,0,0,0,20.4984,34%,8,60.736
Technology,Technology,Lubbock,United States,CC-12685,Craig Carroll,23-10-2016,CA-2016-109190,79424,TEC-CO-10001943,Canon PC-428 Personal Copier,Central,8494,Consumer,Consumer,28-10-2016,Standard Class,Texas,Copiers,2016,1,0.2,1,0,0,0,161.9919,34%,3,479.976
Office Supplies,Office Supplies,Lubbock,United States,CC-12685,Craig Carroll,23-10-2016,CA-2016-109190,79424,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Central,8495,Consumer,Consumer,28-10-2016,Standard Class,Texas,Binders,2016,1,0.8,1,0,0,0,-10.336,-170%,1,6.08
Technology,Technology,Longmont,United States,AS-10225,Alan Schoenberger,2/12/2017,CA-2017-143154,80501,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,West,8496,Corporate,Corporate,8/12/2017,Standard Class,Colorado,Accessories,2017,1,0.2,1,0,1,0,-6.21,-4%,3,165.6
Office Supplies,Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,5/3/2015,CA-2015-169061,10701,OFF-AR-10000588,Newell 345,East,8497,Consumer,Consumer,8/3/2015,Second Class,New York,Art,2015,1,0,1,1,0,0.5,15.4752,26%,3,59.52
Technology,Technology,Yonkers,United States,AB-10150,Aimee Bixby,5/3/2015,CA-2015-169061,10701,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,East,8498,Consumer,Consumer,8/3/2015,Second Class,New York,Accessories,2015,1,0,1,1,0,0.5,177.5889,37%,3,479.97
Office Supplies,Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,5/3/2015,CA-2015-169061,10701,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,East,8499,Consumer,Consumer,8/3/2015,Second Class,New York,Supplies,2015,1,0,1,1,0,0.5,5.3998,29%,2,18.62
Office Supplies,Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,5/3/2015,CA-2015-169061,10701,OFF-BI-10001617,GBC Wire Binding Combs,East,8500,Consumer,Consumer,8/3/2015,Second Class,New York,Binders,2015,1,0.2,1,1,0,0.5,16.7508,34%,6,49.632
Office Supplies,Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,5/3/2015,CA-2015-169061,10701,OFF-PA-10001878,Xerox 1891,East,8501,Consumer,Consumer,8/3/2015,Second Class,New York,Paper,2015,1,0,1,1,0,0.5,45.9754,47%,2,97.82
Technology,Technology,Los Angeles,United States,DH-13075,Dave Hallsten,1/3/2016,CA-2016-102316,90045,TEC-PH-10000376,Square Credit Card Reader,West,8502,Corporate,Corporate,3/3/2016,Second Class,California,Phones,2016,1,0.2,1,0,1,0,1.1988,8%,2,15.984
Furniture,Furniture,Los Angeles,United States,DH-13075,Dave Hallsten,1/3/2016,CA-2016-102316,90045,FUR-CH-10003396,Global Deluxe Steno Chair,West,8503,Corporate,Corporate,3/3/2016,Second Class,California,Chairs,2016,1,0.2,1,0,1,0,-20.7846,-11%,3,184.752
Office Supplies,Office Supplies,Los Angeles,United States,SR-20740,Steven Roelle,20-02-2015,CA-2015-164903,90049,OFF-PA-10003363,Xerox 204,West,8504,Home Office,Home Office,24-02-2015,Standard Class,California,Paper,2015,1,0,1,0,1,0,6.2208,48%,2,12.96
Furniture,Furniture,Amarillo,United States,NR-18550,Nick Radford,2/5/2017,CA-2017-109400,79109,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Central,8505,Consumer,Consumer,6/5/2017,Standard Class,Texas,Chairs,2017,1,0.3,1,0,1,0,-110.0232,-30%,4,366.744
Office Supplies,Office Supplies,Dallas,United States,SJ-20125,Sanjit Jacobs,8/3/2017,CA-2017-130400,75217,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Central,8506,Home Office,Home Office,12/3/2017,Standard Class,Texas,Binders,2017,1,0.8,1,0,1,0,-14.1696,-160%,9,8.856
Technology,Technology,Dallas,United States,SJ-20125,Sanjit Jacobs,8/3/2017,CA-2017-130400,75217,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Central,8507,Home Office,Home Office,12/3/2017,Standard Class,Texas,Accessories,2017,1,0.2,1,0,1,0,8.388,30%,5,27.96
Office Supplies,Office Supplies,Dallas,United States,SJ-20125,Sanjit Jacobs,8/3/2017,CA-2017-130400,75217,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Central,8508,Home Office,Home Office,12/3/2017,Standard Class,Texas,Envelopes,2017,1,0.2,1,0,1,0,49.3938,34%,3,146.352
Technology,Technology,Detroit,United States,CA-12775,Cynthia Arntzen,11/12/2016,CA-2016-135853,48205,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Central,8509,Consumer,Consumer,14-12-2016,First Class,Michigan,Accessories,2016,1,0,1,0,1,0,61.3305,35%,11,175.23
Technology,Technology,Detroit,United States,CA-12775,Cynthia Arntzen,11/12/2016,CA-2016-135853,48205,TEC-PH-10003691,BlackBerry Q10,Central,8510,Consumer,Consumer,14-12-2016,First Class,Michigan,Phones,2016,1,0,1,0,1,0,31.4975,25%,1,125.99
Office Supplies,Office Supplies,Detroit,United States,CA-12775,Cynthia Arntzen,11/12/2016,CA-2016-135853,48205,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Central,8511,Consumer,Consumer,14-12-2016,First Class,Michigan,Binders,2016,1,0,1,0,1,0,10.35,45%,2,23
Office Supplies,Office Supplies,New York City,United States,LC-16885,Lena Creighton,22-12-2017,CA-2017-103359,10035,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",East,8512,Consumer,Consumer,26-12-2017,Standard Class,New York,Binders,2017,1,0.2,1,1,1,0.5,8.9544,35%,2,25.584
Furniture,Furniture,Houston,United States,NS-18640,Noel Staavos,2/2/2017,CA-2017-144645,77041,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Central,8513,Corporate,Corporate,8/2/2017,Standard Class,Texas,Furnishings,2017,1,0.6,1,0,1,0,-77.4732,-105%,2,73.784
Office Supplies,Office Supplies,Orlando,United States,NS-18640,Noel Staavos,5/6/2018,CA-2018-141614,32839,OFF-PA-10002787,Xerox 227,South,8514,Corporate,Corporate,9/6/2018,Standard Class,Florida,Paper,2018,1,0.2,1,0,1,0,7.2576,35%,4,20.736
Office Supplies,Office Supplies,Florence,United States,HG-14965,Henry Goldwyn,21-08-2016,CA-2016-122168,41042,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",South,8515,Corporate,Corporate,26-08-2016,Standard Class,Kentucky,Art,2016,1,0,1,0,1,0,8.2344,47%,3,17.52
Office Supplies,Office Supplies,Florence,United States,HG-14965,Henry Goldwyn,21-08-2016,CA-2016-122168,41042,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",South,8516,Corporate,Corporate,26-08-2016,Standard Class,Kentucky,Art,2016,1,0,1,0,1,0,10.0128,28%,12,35.76
Office Supplies,Office Supplies,New York City,United States,SF-20200,Sarah Foster,7/4/2017,CA-2017-132899,10009,OFF-AR-10002833,Newell 322,East,8517,Consumer,Consumer,11/4/2017,Standard Class,New York,Art,2017,1,0,1,1,1,0.5,0.9828,27%,2,3.64
Furniture,Furniture,Frisco,United States,EM-14065,Erin Mull,4/6/2018,CA-2018-149720,75034,FUR-FU-10002501,Nu-Dell Executive Frame,Central,8518,Consumer,Consumer,7/6/2018,Second Class,Texas,Furnishings,2018,1,0.6,1,0,0,0,-17.4432,-58%,6,30.336
Furniture,Furniture,Paterson,United States,DO-13645,Doug O'Connell,4/12/2018,CA-2018-118003,7501,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",East,8519,Consumer,Consumer,10/12/2018,Standard Class,New Jersey,Furnishings,2018,1,0,1,1,1,0.5,1.5588,12%,1,12.99
Furniture,Furniture,Paterson,United States,DO-13645,Doug O'Connell,4/12/2018,CA-2018-118003,7501,FUR-CH-10003817,"Global Value Steno Chair, Gray",East,8520,Consumer,Consumer,10/12/2018,Standard Class,New Jersey,Chairs,2018,1,0,1,1,1,0.5,45.555,25%,3,182.22
Furniture,Furniture,Paterson,United States,DO-13645,Doug O'Connell,4/12/2018,CA-2018-118003,7501,FUR-CH-10004860,Global Low Back Tilter Chair,East,8521,Consumer,Consumer,10/12/2018,Standard Class,New Jersey,Chairs,2018,1,0,1,1,1,0.5,18.1764,6%,3,302.94
Furniture,Furniture,Columbus,United States,MP-17470,Mark Packer,11/1/2017,CA-2017-141887,43229,FUR-FU-10002268,Ultra Door Push Plate,East,8522,Home Office,Home Office,15-01-2017,Standard Class,Ohio,Furnishings,2017,1,0.2,1,1,0,0.5,8.9362,16%,14,54.992
Technology,Technology,Milwaukee,United States,MY-18295,Muhammed Yedwab,1/4/2017,US-2017-160206,53209,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Central,8523,Corporate,Corporate,7/4/2017,Standard Class,Wisconsin,Phones,2017,1,0,1,0,1,0,0.2598,2%,1,12.99
Office Supplies,Office Supplies,San Francisco,United States,DB-13615,Doug Bickford,21-09-2018,CA-2018-133074,94109,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",West,8524,Consumer,Consumer,25-09-2018,Standard Class,California,Paper,2018,1,0,1,0,0,0,27.93,50%,7,55.86
Technology,Technology,Columbus,United States,SP-20920,Susan Pistek,16-03-2018,CA-2018-161172,43229,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,East,8525,Consumer,Consumer,16-03-2018,Same Day,Ohio,Phones,2018,1,0.4,1,1,1,0.5,-7.396,-17%,2,44.376
Furniture,Furniture,Columbus,United States,SP-20920,Susan Pistek,16-03-2018,CA-2018-161172,43229,FUR-FU-10003424,Nu-Dell Oak Frame,East,8526,Consumer,Consumer,16-03-2018,Same Day,Ohio,Furnishings,2018,1,0.2,1,1,1,0.5,7.6896,15%,6,51.264
Office Supplies,Office Supplies,Columbus,United States,SP-20920,Susan Pistek,16-03-2018,CA-2018-161172,43229,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,East,8527,Consumer,Consumer,16-03-2018,Same Day,Ohio,Binders,2018,1,0.7,1,1,1,0.5,-3.462,-67%,3,5.193
Technology,Technology,Columbus,United States,SP-20920,Susan Pistek,16-03-2018,CA-2018-161172,43229,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,East,8528,Consumer,Consumer,16-03-2018,Same Day,Ohio,Accessories,2018,1,0.2,1,1,1,0.5,43.9956,28%,2,159.984
Office Supplies,Office Supplies,Columbus,United States,SP-20920,Susan Pistek,16-03-2018,CA-2018-161172,43229,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",East,8529,Consumer,Consumer,16-03-2018,Same Day,Ohio,Storage,2018,1,0.2,1,1,1,0.5,3.389,6%,2,54.224
Furniture,Furniture,Los Angeles,United States,ME-17320,Maria Etezadi,10/11/2018,CA-2018-137624,90008,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",West,8530,Home Office,Home Office,17-11-2018,Standard Class,California,Chairs,2018,1,0.2,1,0,0,0,-36.2136,-15%,2,241.424
Office Supplies,Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30-11-2017,CA-2017-156748,48227,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Central,8531,Consumer,Consumer,6/12/2017,Standard Class,Michigan,Paper,2017,1,0,1,0,1,0,16.68,50%,4,33.36
